Comunidad (Original);Comunidad Limpio;Comunidad en Inglés;Año;Sector Id;Sector;Gasto en I+D (Miles €);PIB (Miles €);% PIB I+D;Sector Nombre
(ES41) Castilla y León;Castilla y León;Castile and León;2019;(IPSFL);Private non-profit sector;265;59649198;0.0;Instituciones Privadas sin Fines de Lucro
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2019;(IPSFL);Private non-profit sector;302;43393303;0.0;Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2019;(IPSFL);Private non-profit sector;16613;240165818;0.01;Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2019;(IPSFL);Private non-profit sector;455;116588528;0.0;Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2019;(IPSFL);Private non-profit sector;3123;166478730;0.0;Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2019;(IPSFL);Private non-profit sector;114;33000651;0.0;Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2019;(EMPRESAS_IPSFL);Private non-profit sector;332366;64502005;0.52;Empresas e Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2019;(EMPRESAS_IPSFL);Private non-profit sector;113600;23666618;0.48;Empresas e Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2019;(EMPRESAS_IPSFL);Private non-profit sector;1126280;73999981;1.52;Empresas e Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2019;(EMPRESAS_IPSFL);Private non-profit sector;2413441;243889359;0.99;Empresas e Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2019;(EMPRESAS_IPSFL);Private non-profit sector;523616;59649198;0.88;Empresas e Instituciones Privadas sin Fines de Lucro
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2019;(EMPRESAS_IPSFL);Private non-profit sector;150305;43393303;0.35;Empresas e Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2019;(EMPRESAS_IPSFL);Private non-profit sector;2168278;240165818;0.9;Empresas e Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2019;(EMPRESAS_IPSFL);Private non-profit sector;600192;116588528;0.51;Empresas e Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2019;(EMPRESAS_IPSFL);Private non-profit sector;562051;166478730;0.34;Empresas e Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2019;(EMPRESAS_IPSFL);Private non-profit sector;153983;33000651;0.47;Empresas e Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2019;(EMPRESAS);Business enterprise sector;40042;45766832;0.09;Empresas
(ES11) Galicia;Galicia;Galicia;2019;(EMPRESAS);Business enterprise sector;329997;64502005;0.51;Empresas
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2019;(EMPRESAS);Business enterprise sector;113577;23666618;0.48;Empresas
(ES13) Cantabria;Cantabria;Cantabria;2019;(EMPRESAS);Business enterprise sector;45215;14274351;0.32;Empresas
(ES21) País Vasco;País Vasco;Basque Country;2019;(EMPRESAS);Business enterprise sector;1125100;73999981;1.52;Empresas
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2019;(EMPRESAS);Business enterprise sector;237796;21070268;1.13;Empresas
(ES23) La Rioja;La Rioja;La Rioja;2019;(EMPRESAS);Business enterprise sector;32300;8889997;0.36;Empresas
(ES24) Aragón;Aragón;Aragon;2019;(EMPRESAS);Business enterprise sector;200365;38465053;0.52;Empresas
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2019;(EMPRESAS);Business enterprise sector;2398809;243889359;0.98;Empresas
(ES41) Castilla y León;Castilla y León;Castile and León;2019;(EMPRESAS);Business enterprise sector;523351;59649198;0.88;Empresas
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2019;(EMPRESAS);Business enterprise sector;150003;43393303;0.35;Empresas
(ES43) Extremadura;Extremadura;Extremadura;2019;(EMPRESAS);Business enterprise sector;32032;21166132;0.15;Empresas
(ES51) Cataluña;Cataluña;Catalonia;2019;(EMPRESAS);Business enterprise sector;2151665;240165818;0.9;Empresas
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2019;(EMPRESAS);Business enterprise sector;599737;116588528;0.51;Empresas
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2019;(EMPRESAS);Business enterprise sector;47647;34350576;0.14;Empresas
(ES61) Andalucía;Andalucía;Andalusia;2019;(EMPRESAS);Business enterprise sector;558928;166478730;0.34;Empresas
(ES62) Región de Murcia;Región de Murcia;Murcia;2019;(EMPRESAS);Business enterprise sector;153869;33000651;0.47;Empresas
(ES70) Canarias;Canarias;Canary Islands;2020;(ADMINISTRACION_PUBLICA);Government sector;81197;37587399;0.22;Administración Pública
(ES11) Galicia;Galicia;Galicia;2020;(ADMINISTRACION_PUBLICA);Government sector;98462;59007178;0.17;Administración Pública
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2020;(ADMINISTRACION_PUBLICA);Government sector;25759;21376392;0.12;Administración Pública
(ES13) Cantabria;Cantabria;Cantabria;2020;(ADMINISTRACION_PUBLICA);Government sector;21633;12991241;0.17;Administración Pública
(ES21) País Vasco;País Vasco;Basque Country;2020;(ADMINISTRACION_PUBLICA);Government sector;89500;66672598;0.13;Administración Pública
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2020;(ADMINISTRACION_PUBLICA);Government sector;33479;19160726;0.17;Administración Pública
(ES23) La Rioja;La Rioja;La Rioja;2020;(ADMINISTRACION_PUBLICA);Government sector;17048;8186915;0.21;Administración Pública
(ES24) Aragón;Aragón;Aragon;2020;(ADMINISTRACION_PUBLICA);Government sector;72666;35955571;0.2;Administración Pública
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2020;(ADMINISTRACION_PUBLICA);Government sector;1005489;221061932;0.45;Administración Pública
(ES41) Castilla y León;Castilla y León;Castile and León;2020;(ADMINISTRACION_PUBLICA);Government sector;54322;54794589;0.1;Administración Pública
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2020;(ADMINISTRACION_PUBLICA);Government sector;37722;40254360;0.09;Administración Pública
(ES43) Extremadura;Extremadura;Extremadura;2020;(ADMINISTRACION_PUBLICA);Government sector;29537;19497343;0.15;Administración Pública
(ES51) Cataluña;Cataluña;Catalonia;2020;(ADMINISTRACION_PUBLICA);Government sector;668489;214857435;0.31;Administración Pública
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2020;(ADMINISTRACION_PUBLICA);Government sector;139721;106067171;0.13;Administración Pública
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2020;(ADMINISTRACION_PUBLICA);Government sector;36311;26669106;0.14;Administración Pública
(ES61) Andalucía;Andalucía;Andalusia;2020;(ADMINISTRACION_PUBLICA);Government sector;305840;150452909;0.2;Administración Pública
(ES62) Región de Murcia;Región de Murcia;Murcia;2020;(ADMINISTRACION_PUBLICA);Government sector;35694;30440306;0.12;Administración Pública
(ES70) Canarias;Canarias;Canary Islands;2020;(ENSENIANZA_SUPERIOR);Higher education sector;92283;37587399;0.25;Enseñanza Superior
(ES11) Galicia;Galicia;Galicia;2020;(ENSENIANZA_SUPERIOR);Higher education sector;214458;59007178;0.36;Enseñanza Superior
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2020;(ENSENIANZA_SUPERIOR);Higher education sector;63386;21376392;0.3;Enseñanza Superior
(ES13) Cantabria;Cantabria;Cantabria;2020;(ENSENIANZA_SUPERIOR);Higher education sector;51539;12991241;0.4;Enseñanza Superior
(ES21) País Vasco;País Vasco;Basque Country;2020;(ENSENIANZA_SUPERIOR);Higher education sector;253023;66672598;0.38;Enseñanza Superior
(ES24) Aragón;Aragón;Aragon;2020;(ENSENIANZA_SUPERIOR);Higher education sector;76630;35955571;0.21;Enseñanza Superior
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2020;(ENSENIANZA_SUPERIOR);Higher education sector;777308;221061932;0.35;Enseñanza Superior
(ES41) Castilla y León;Castilla y León;Castile and León;2020;(ENSENIANZA_SUPERIOR);Higher education sector;223836;54794589;0.41;Enseñanza Superior
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2020;(ENSENIANZA_SUPERIOR);Higher education sector;73869;40254360;0.18;Enseñanza Superior
(ES51) Cataluña;Cataluña;Catalonia;2020;(ENSENIANZA_SUPERIOR);Higher education sector;763710;214857435;0.36;Enseñanza Superior
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2020;(ENSENIANZA_SUPERIOR);Higher education sector;524778;106067171;0.49;Enseñanza Superior
(ES61) Andalucía;Andalucía;Andalusia;2020;(ENSENIANZA_SUPERIOR);Higher education sector;727876;150452909;0.48;Enseñanza Superior
(ES62) Región de Murcia;Región de Murcia;Murcia;2020;(ENSENIANZA_SUPERIOR);Higher education sector;140339;30440306;0.46;Enseñanza Superior
(ES70) Canarias;Canarias;Canary Islands;2020;(_T);All Sectors;217808;37587399;0.58;Total
(ES11) Galicia;Galicia;Galicia;2020;(_T);All Sectors;641680;59007178;1.09;Total
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2020;(_T);All Sectors;193658;21376392;0.91;Total
(ES13) Cantabria;Cantabria;Cantabria;2020;(_T);All Sectors;120120;12991241;0.92;Total
(ES21) País Vasco;País Vasco;Basque Country;2020;(_T);All Sectors;1461517;66672598;2.19;Total
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2020;(_T);All Sectors;366353;19160726;1.91;Total
(ES23) La Rioja;La Rioja;La Rioja;2020;(_T);All Sectors;64412;8186915;0.79;Total
(ES24) Aragón;Aragón;Aragon;2020;(_T);All Sectors;339438;35955571;0.94;Total
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2020;(_T);All Sectors;4252947;221061932;1.92;Total
(ES41) Castilla y León;Castilla y León;Castile and León;2020;(_T);All Sectors;758475;54794589;1.38;Total
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2020;(_T);All Sectors;261065;40254360;0.65;Total
(ES43) Extremadura;Extremadura;Extremadura;2020;(_T);All Sectors;125337;19497343;0.64;Total
(ES51) Cataluña;Cataluña;Catalonia;2020;(_T);All Sectors;3619256;214857435;1.68;Total
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2020;(_T);All Sectors;1236012;106067171;1.17;Total
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2020;(_T);All Sectors;137698;26669106;0.52;Total
(ES61) Andalucía;Andalucía;Andalusia;2020;(_T);All Sectors;1627247;150452909;1.08;Total
(ES62) Región de Murcia;Región de Murcia;Murcia;2020;(_T);All Sectors;341157;30440306;1.12;Total
(ES70) Canarias;Canarias;Canary Islands;2020;(IPSFL);Private non-profit sector;109;37587399;0.0;Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2020;(IPSFL);Private non-profit sector;2679;59007178;0.0;Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2020;(IPSFL);Private non-profit sector;35;21376392;0.0;Instituciones Privadas sin Fines de Lucro
(ES13) Cantabria;Cantabria;Cantabria;2020;(IPSFL);Private non-profit sector;1617;12991241;0.01;Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2020;(IPSFL);Private non-profit sector;1118;66672598;0.0;Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2020;(IPSFL);Private non-profit sector;0;35955571;0.0;Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2020;(IPSFL);Private non-profit sector;19523;221061932;0.01;Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2020;(IPSFL);Private non-profit sector;148;54794589;0.0;Instituciones Privadas sin Fines de Lucro
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2020;(IPSFL);Private non-profit sector;271;40254360;0.0;Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2020;(IPSFL);Private non-profit sector;15920;214857435;0.01;Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2020;(IPSFL);Private non-profit sector;480;106067171;0.0;Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2020;(IPSFL);Private non-profit sector;3272;150452909;0.0;Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2020;(IPSFL);Private non-profit sector;141;30440306;0.0;Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2020;(EMPRESAS_IPSFL);Private non-profit sector;44327;37587399;0.12;Empresas e Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2020;(EMPRESAS_IPSFL);Private non-profit sector;328760;59007178;0.56;Empresas e Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2020;(EMPRESAS_IPSFL);Private non-profit sector;104513;21376392;0.49;Empresas e Instituciones Privadas sin Fines de Lucro
(ES13) Cantabria;Cantabria;Cantabria;2020;(EMPRESAS_IPSFL);Private non-profit sector;46949;12991241;0.36;Empresas e Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2020;(EMPRESAS_IPSFL);Private non-profit sector;1118994;66672598;1.68;Empresas e Instituciones Privadas sin Fines de Lucro
(ES24) Aragón;Aragón;Aragon;2020;(EMPRESAS_IPSFL);Private non-profit sector;190142;35955571;0.53;Empresas e Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2020;(EMPRESAS_IPSFL);Private non-profit sector;2470150;221061932;1.12;Empresas e Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2020;(EMPRESAS_IPSFL);Private non-profit sector;480317;54794589;0.88;Empresas e Instituciones Privadas sin Fines de Lucro
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2020;(EMPRESAS_IPSFL);Private non-profit sector;149474;40254360;0.37;Empresas e Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2020;(EMPRESAS_IPSFL);Private non-profit sector;2187057;214857435;1.02;Empresas e Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2020;(EMPRESAS_IPSFL);Private non-profit sector;571513;106067171;0.54;Empresas e Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2020;(EMPRESAS_IPSFL);Private non-profit sector;593532;150452909;0.39;Empresas e Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2020;(EMPRESAS_IPSFL);Private non-profit sector;165124;30440306;0.54;Empresas e Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2020;(EMPRESAS);Business enterprise sector;44218;37587399;0.12;Empresas
(ES11) Galicia;Galicia;Galicia;2020;(EMPRESAS);Business enterprise sector;326081;59007178;0.55;Empresas
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2020;(EMPRESAS);Business enterprise sector;104478;21376392;0.49;Empresas
(ES13) Cantabria;Cantabria;Cantabria;2020;(EMPRESAS);Business enterprise sector;45332;12991241;0.35;Empresas
(ES21) País Vasco;País Vasco;Basque Country;2020;(EMPRESAS);Business enterprise sector;1117876;66672598;1.68;Empresas
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2020;(EMPRESAS);Business enterprise sector;247294;19160726;1.29;Empresas
(ES23) La Rioja;La Rioja;La Rioja;2020;(EMPRESAS);Business enterprise sector;27292;8186915;0.33;Empresas
(ES24) Aragón;Aragón;Aragon;2020;(EMPRESAS);Business enterprise sector;190142;35955571;0.53;Empresas
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2020;(EMPRESAS);Business enterprise sector;2450627;221061932;1.11;Empresas
(ES41) Castilla y León;Castilla y León;Castile and León;2020;(EMPRESAS);Business enterprise sector;480169;54794589;0.88;Empresas
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2020;(EMPRESAS);Business enterprise sector;149203;40254360;0.37;Empresas
(ES43) Extremadura;Extremadura;Extremadura;2020;(EMPRESAS);Business enterprise sector;36051;19497343;0.18;Empresas
(ES51) Cataluña;Cataluña;Catalonia;2020;(EMPRESAS);Business enterprise sector;2171137;214857435;1.01;Empresas
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2020;(EMPRESAS);Business enterprise sector;571033;106067171;0.54;Empresas
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2020;(EMPRESAS);Business enterprise sector;50961;26669106;0.19;Empresas
(ES61) Andalucía;Andalucía;Andalusia;2020;(EMPRESAS);Business enterprise sector;590260;150452909;0.39;Empresas
(ES62) Región de Murcia;Región de Murcia;Murcia;2020;(EMPRESAS);Business enterprise sector;164983;30440306;0.54;Empresas
(ES70) Canarias;Canarias;Canary Islands;2021;(_T);All Sectors;238542;41407275;0.58;Total
(ES11) Galicia;Galicia;Galicia;2021;(_T);All Sectors;694942;64387386;1.08;Total
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2021;(_T);All Sectors;204327;23617641;0.87;Total
(ES13) Cantabria;Cantabria;Cantabria;2021;(_T);All Sectors;133210;14206538;0.94;Total
(ES21) País Vasco;País Vasco;Basque Country;2021;(_T);All Sectors;1666672;72513029;2.3;Total
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2021;(_T);All Sectors;390206;20821017;1.87;Total
(ES23) La Rioja;La Rioja;La Rioja;2021;(_T);All Sectors;64987;8735750;0.74;Total
(ES24) Aragón;Aragón;Aragon;2021;(_T);All Sectors;386939;38782157;1.0;Total
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2021;(_T);All Sectors;4538085;239837609;1.89;Total
(ES41) Castilla y León;Castilla y León;Castile and León;2021;(_T);All Sectors;795932;59465900;1.34;Total
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2021;(_T);All Sectors;339734;44123986;0.77;Total
(ES43) Extremadura;Extremadura;Extremadura;2021;(_T);All Sectors;149078;21551517;0.69;Total
(ES51) Cataluña;Cataluña;Catalonia;2021;(_T);All Sectors;4083036;234820402;1.74;Total
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2021;(_T);All Sectors;1354194;116386906;1.16;Total
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2021;(_T);All Sectors;146044;30512146;0.48;Total
(ES61) Andalucía;Andalucía;Andalusia;2021;(_T);All Sectors;1702682;166296356;1.02;Total
(ES62) Región de Murcia;Región de Murcia;Murcia;2021;(_T);All Sectors;351429;33603543;1.05;Total
(ES63) Ciudad Autónoma de Ceuta;Ciudad Autónoma de Ceuta;Ceuta;2021;(_T);All Sectors;3620;1634006;0.22;Total
(ES64) Ciudad Autónoma de Melilla;Ciudad Autónoma de Melilla;Melilla;2021;(_T);All Sectors;5589;1534391;0.36;Total
(ES70) Canarias;Canarias;Canary Islands;2021;(IPSFL);Private non-profit sector;263;41407275;0.0;Instituciones Privadas sin Fines de Lucro
(ES11) Galicia;Galicia;Galicia;2021;(IPSFL);Private non-profit sector;3481;64387386;0.01;Instituciones Privadas sin Fines de Lucro
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2021;(IPSFL);Private non-profit sector;42;23617641;0.0;Instituciones Privadas sin Fines de Lucro
(ES13) Cantabria;Cantabria;Cantabria;2021;(IPSFL);Private non-profit sector;2243;14206538;0.02;Instituciones Privadas sin Fines de Lucro
(ES21) País Vasco;País Vasco;Basque Country;2021;(IPSFL);Private non-profit sector;1307;72513029;0.0;Instituciones Privadas sin Fines de Lucro
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2021;(IPSFL);Private non-profit sector;24854;239837609;0.01;Instituciones Privadas sin Fines de Lucro
(ES41) Castilla y León;Castilla y León;Castile and León;2021;(IPSFL);Private non-profit sector;222;59465900;0.0;Instituciones Privadas sin Fines de Lucro
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2021;(IPSFL);Private non-profit sector;290;44123986;0.0;Instituciones Privadas sin Fines de Lucro
(ES51) Cataluña;Cataluña;Catalonia;2021;(IPSFL);Private non-profit sector;17163;234820402;0.01;Instituciones Privadas sin Fines de Lucro
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2021;(IPSFL);Private non-profit sector;1009;116386906;0.0;Instituciones Privadas sin Fines de Lucro
(ES61) Andalucía;Andalucía;Andalusia;2021;(IPSFL);Private non-profit sector;4149;166296356;0.0;Instituciones Privadas sin Fines de Lucro
(ES62) Región de Murcia;Región de Murcia;Murcia;2021;(IPSFL);Private non-profit sector;192;33603543;0.0;Instituciones Privadas sin Fines de Lucro
(ES70) Canarias;Canarias;Canary Islands;2021;(ENSENIANZA_SUPERIOR);Higher education sector;97311;41407275;0.24;Enseñanza Superior
(ES11) Galicia;Galicia;Galicia;2021;(ENSENIANZA_SUPERIOR);Higher education sector;240077;64387386;0.37;Enseñanza Superior
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2021;(ENSENIANZA_SUPERIOR);Higher education sector;66093;23617641;0.28;Enseñanza Superior
(ES13) Cantabria;Cantabria;Cantabria;2021;(ENSENIANZA_SUPERIOR);Higher education sector;53762;14206538;0.38;Enseñanza Superior
(ES21) País Vasco;País Vasco;Basque Country;2021;(ENSENIANZA_SUPERIOR);Higher education sector;265812;72513029;0.37;Enseñanza Superior
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2021;(ENSENIANZA_SUPERIOR);Higher education sector;856925;239837609;0.36;Enseñanza Superior
(ES41) Castilla y León;Castilla y León;Castile and León;2021;(ENSENIANZA_SUPERIOR);Higher education sector;248360;59465900;0.42;Enseñanza Superior
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2021;(ENSENIANZA_SUPERIOR);Higher education sector;81127;44123986;0.18;Enseñanza Superior
(ES51) Cataluña;Cataluña;Catalonia;2021;(ENSENIANZA_SUPERIOR);Higher education sector;850264;234820402;0.36;Enseñanza Superior
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2021;(ENSENIANZA_SUPERIOR);Higher education sector;567644;116386906;0.49;Enseñanza Superior
(ES61) Andalucía;Andalucía;Andalusia;2021;(ENSENIANZA_SUPERIOR);Higher education sector;777197;166296356;0.47;Enseñanza Superior
(ES62) Región de Murcia;Región de Murcia;Murcia;2021;(ENSENIANZA_SUPERIOR);Higher education sector;147020;33603543;0.44;Enseñanza Superior
(ES70) Canarias;Canarias;Canary Islands;2021;(EMPRESAS);Business enterprise sector;53395;41407275;0.13;Empresas
(ES11) Galicia;Galicia;Galicia;2021;(EMPRESAS);Business enterprise sector;350934;64387386;0.55;Empresas
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2021;(EMPRESAS);Business enterprise sector;108776;23617641;0.46;Empresas
(ES13) Cantabria;Cantabria;Cantabria;2021;(EMPRESAS);Business enterprise sector;56397;14206538;0.4;Empresas
(ES21) País Vasco;País Vasco;Basque Country;2021;(EMPRESAS);Business enterprise sector;1291172;72513029;1.78;Empresas
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2021;(EMPRESAS);Business enterprise sector;255164;20821017;1.23;Empresas
(ES23) La Rioja;La Rioja;La Rioja;2021;(EMPRESAS);Business enterprise sector;27531;8735750;0.32;Empresas
(ES24) Aragón;Aragón;Aragon;2021;(EMPRESAS);Business enterprise sector;225763;38782157;0.58;Empresas
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2021;(EMPRESAS);Business enterprise sector;2642843;239837609;1.1;Empresas
(ES41) Castilla y León;Castilla y León;Castile and León;2021;(EMPRESAS);Business enterprise sector;485492;59465900;0.82;Empresas
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2021;(EMPRESAS);Business enterprise sector;216514;44123986;0.49;Empresas
(ES43) Extremadura;Extremadura;Extremadura;2021;(EMPRESAS);Business enterprise sector;41334;21551517;0.19;Empresas
(ES51) Cataluña;Cataluña;Catalonia;2021;(EMPRESAS);Business enterprise sector;2492285;234820402;1.06;Empresas
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2021;(EMPRESAS);Business enterprise sector;636800;116386906;0.55;Empresas
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2021;(EMPRESAS);Business enterprise sector;54278;30512146;0.18;Empresas
(ES61) Andalucía;Andalucía;Andalusia;2021;(EMPRESAS);Business enterprise sector;591584;166296356;0.36;Empresas
(ES62) Región de Murcia;Región de Murcia;Murcia;2021;(EMPRESAS);Business enterprise sector;165584;33603543;0.49;Empresas
(ES70) Canarias;Canarias;Canary Islands;2021;(ADMINISTRACION_PUBLICA);Government sector;87573;41407275;0.21;Administración Pública
(ES11) Galicia;Galicia;Galicia;2021;(ADMINISTRACION_PUBLICA);Government sector;100449;64387386;0.16;Administración Pública
(ES12) Principado de Asturias;Principado de Asturias;Asturias;2021;(ADMINISTRACION_PUBLICA);Government sector;29416;23617641;0.12;Administración Pública
(ES13) Cantabria;Cantabria;Cantabria;2021;(ADMINISTRACION_PUBLICA);Government sector;20808;14206538;0.15;Administración Pública
(ES21) País Vasco;País Vasco;Basque Country;2021;(ADMINISTRACION_PUBLICA);Government sector;108382;72513029;0.15;Administración Pública
(ES22) Comunidad Foral de Navarra;Comunidad Foral de Navarra;Navarre;2021;(ADMINISTRACION_PUBLICA);Government sector;37546;20821017;0.18;Administración Pública
(ES23) La Rioja;La Rioja;La Rioja;2021;(ADMINISTRACION_PUBLICA);Government sector;17705;8735750;0.2;Administración Pública
(ES24) Aragón;Aragón;Aragon;2021;(ADMINISTRACION_PUBLICA);Government sector;78999;38782157;0.2;Administración Pública
(ES30) Comunidad de Madrid;Comunidad de Madrid;Madrid;2021;(ADMINISTRACION_PUBLICA);Government sector;1013463;239837609;0.42;Administración Pública
(ES41) Castilla y León;Castilla y León;Castile and León;2021;(ADMINISTRACION_PUBLICA);Government sector;61859;59465900;0.1;Administración Pública
(ES42) Castilla - La Mancha;Castilla - La Mancha;Castilla–La Mancha;2021;(ADMINISTRACION_PUBLICA);Government sector;41803;44123986;0.09;Administración Pública
(ES43) Extremadura;Extremadura;Extremadura;2021;(ADMINISTRACION_PUBLICA);Government sector;33132;21551517;0.15;Administración Pública
(ES51) Cataluña;Cataluña;Catalonia;2021;(ADMINISTRACION_PUBLICA);Government sector;723324;234820402;0.31;Administración Pública
(ES52) Comunidad Valenciana;Comunidad Valenciana;Valencia;2021;(ADMINISTRACION_PUBLICA);Government sector;148742;116386906;0.13;Administración Pública
(ES53) Illes Balears / Islas Baleares;Illes Balears / Islas Baleares;Balearic Islands;2021;(ADMINISTRACION_PUBLICA);Government sector;38313;30512146;0.13;Administración Pública
(ES61) Andalucía;Andalucía;Andalusia;2021;(ADMINISTRACION_PUBLICA);Government sector;329753;166296356;0.2;Administración Pública
