Country,País,Year,Sector,%GDP,ISO3,label_percent_gdp_id,"GDP Current prices, million euro",GDP Current Prices Flags,Approx_RD_Investment_million_euro
United Kingdom,Reino Unido,2014,Government sector,0.12,GBR,,2311080.2,,2773.29624
Bosnia and Herzegovina,Bosnia y Herzegovina,2014,Government sector,0.05,BIH,,13988.3,,6.994149999999999
Montenegro,Montenegro,2014,Government sector,0.08,MNE,d,3457.9,,2.7663200000000003
Serbia,Serbia,2014,Government sector,0.17,SRB,b,37014.0,,62.92380000000001
Türkiye,Turquía,2014,Government sector,0.08,TUR,,707000.8,,565.6006400000001
European Union - 27 countries (from 2020),Unión Europea (27 países),2015,Government sector,0.26,EUU,e,12307167.4,,31998.63524
Euro area – 20 countries (from 2023),Zona Euro (20 países),2015,Government sector,0.27,EMU,e,10615103.7,,28660.77999
Euro area – 20 countries (from 2023),Zona Euro (20 países),2015,Government sector,0.27,EMU,e,10660596.8,,28783.611360000003
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2015,Government sector,0.27,EMU,e,10615103.7,,28660.77999
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2015,Government sector,0.27,EMU,e,10660596.8,,28783.611360000003
Belgium,Bélgica,2015,Government sector,0.22,BEL,,415538.0,,914.1836000000001
Bulgaria,Bulgaria,2015,Government sector,0.2,BGR,,45797.8,,91.5956
Czechia,Chequia,2015,Government sector,0.39,CZE,,170527.3,,665.05647
Denmark,Dinamarca,2015,Government sector,0.07,DNK,,272193.0,,190.53510000000003
Germany,Alemania,2015,Government sector,0.4,DEU,d,3085650.0,,12342.6
Estonia,Estonia,2015,Government sector,0.16,EST,,21010.9,,33.61744
Ireland,Irlanda,2015,Government sector,0.05,IRL,,272544.3,,136.27215
Greece,Grecia,2015,Government sector,0.27,GRC,,175362.9,,473.47983
Spain,España,2015,Government sector,0.23,ESP,,1087112.0,,2500.3576
France,Francia,2015,Government sector,0.29,FRA,,2201401.6,,6384.06464
Croatia,Croacia,2015,Government sector,0.2,HRV,d,45493.1,,90.9862
Italy,Italia,2015,Government sector,0.17,ITA,,1663277.7,,2827.57209
Cyprus,Chipre,2015,Government sector,0.06,CYP,,17944.2,,10.76652
Latvia,Letonia,2015,Government sector,0.16,LVA,,23744.3,,37.990880000000004
Lithuania,Lituania,2015,Government sector,0.18,LTU,,37440.7,,67.39326
Luxembourg,Luxemburgo,2015,Government sector,0.36,LUX,,54142.3,,194.91228
Hungary,Hungría,2015,Government sector,0.18,HUN,d,112854.0,,203.1372
Malta,Malta,2015,Government sector,0.12,MLT,,10221.4,,12.265679999999998
Netherlands,Países Bajos,2015,Government sector,0.13,NLD,d,699175.0,,908.9275
Austria,Austria,2015,Government sector,0.14,AUT,,342083.5,,478.91690000000006
Poland,Polonia,2015,Government sector,0.24,POL,,432485.8,,1037.9659199999999
Portugal,Portugal,2015,Government sector,0.08,PRT,,179392.7,,143.51416
Romania,Rumanía,2015,Government sector,0.19,ROU,,160289.0,,304.5491
Slovenia,Eslovenia,2015,Government sector,0.3,SVN,,38493.9,,115.4817
Slovakia,Eslovaquia,2015,Government sector,0.32,SVK,,80376.3,,257.20416
Finland,Finlandia,2015,Government sector,0.24,FIN,,210192.0,,504.46079999999995
Sweden,Suecia,2015,Government sector,0.11,SWE,,452423.7,,497.66607000000005
Iceland,Islandia,2015,Government sector,0.1,ISL,,15795.3,,15.7953
Norway,Noruega,2015,Government sector,0.29,NOR,,349756.7,,1014.2944299999999
Switzerland,Suiza,2015,Government sector,0.03,CHE,,625532.7,,187.65980999999996
United Kingdom,Reino Unido,2015,Government sector,0.11,GBR,,2644716.5,,2909.18815
Montenegro,Montenegro,2015,Government sector,0.07,MNE,,3654.5,,2.5581500000000004
North Macedonia,Macedonia del Norte,2015,Government sector,0.06,MKD,,9072.3,,5.443379999999999
Serbia,Serbia,2015,Government sector,0.21,SRB,,37219.6,,78.16116
Türkiye,Turquía,2015,Government sector,0.09,TUR,,777042.3,,699.33807
European Union - 27 countries (from 2020),Unión Europea (27 países),2016,Government sector,0.24,EUU,e,12640498.4,,30337.19616
Euro area – 20 countries (from 2023),Zona Euro (20 países),2016,Government sector,0.26,EMU,e,10906041.2,,28355.707119999995
Euro area – 20 countries (from 2023),Zona Euro (20 países),2016,Government sector,0.26,EMU,e,10953618.4,,28479.40784
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2016,Government sector,0.27,EMU,e,10906041.2,,29446.31124
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2016,Government sector,0.27,EMU,e,10953618.4,,29574.76968
Belgium,Bélgica,2016,Government sector,0.24,BEL,,428467.1,,1028.3210399999998
Bulgaria,Bulgaria,2016,Government sector,0.16,BGR,,48752.1,,78.00336
Czechia,Chequia,2016,Government sector,0.3,CZE,,179145.9,,537.4377
Denmark,Dinamarca,2016,Government sector,0.07,DNK,,282265.1,,197.58557000000002
Germany,Alemania,2016,Government sector,0.4,DEU,d,3196110.0,,12784.44
Estonia,Estonia,2016,Government sector,0.14,EST,,22189.0,,31.064600000000006
Ireland,Irlanda,2016,Government sector,0.05,IRL,,276205.9,,138.10295000000002
Greece,Grecia,2016,Government sector,0.25,GRC,,174448.2,,436.12050000000005
Spain,España,2016,Government sector,0.22,ESP,,1122967.0,,2470.5274
France,Francia,2016,Government sector,0.28,FRA,,2231819.2,,6249.093760000002
Croatia,Croacia,2016,Government sector,0.18,HRV,d,47577.2,,85.63896
Italy,Italia,2016,Government sector,0.17,ITA,,1704856.7,,2898.25639
Cyprus,Chipre,2016,Government sector,0.06,CYP,,19013.8,,11.408279999999998
Latvia,Letonia,2016,Government sector,0.14,LVA,,24498.2,,34.29748000000001
Lithuania,Lituania,2016,Government sector,0.22,LTU,,38820.7,,85.40554
Luxembourg,Luxemburgo,2016,Government sector,0.32,LUX,,56208.1,,179.86592000000002
Hungary,Hungría,2016,Government sector,0.16,HUN,d,116593.5,,186.5496
Malta,Malta,2016,Government sector,0.01,MLT,,10864.3,,1.08643
Netherlands,Países Bajos,2016,Government sector,0.13,NLD,d,720175.0,,936.2275
Austria,Austria,2016,Government sector,0.22,AUT,e,355665.6,,782.46432
Poland,Polonia,2016,Government sector,0.02,POL,,427658.6,,85.53171999999999
Portugal,Portugal,2016,Government sector,0.07,PRT,,186380.7,,130.46649000000002
Romania,Rumanía,2016,Government sector,0.16,ROU,,167497.1,,267.99536
Slovenia,Eslovenia,2016,Government sector,0.27,SVN,,40013.2,,108.03564
Slovakia,Eslovaquia,2016,Government sector,0.17,SVK,,81621.6,,138.75672000000003
Finland,Finlandia,2016,Government sector,0.22,FIN,,215717.0,,474.5774
Sweden,Suecia,2016,Government sector,0.11,SWE,e,464967.6,,511.46436
Iceland,Islandia,2016,Government sector,0.1,ISL,,18804.2,,18.8042
Norway,Noruega,2016,Government sector,0.29,NOR,,335396.5,,972.6498499999999
United Kingdom,Reino Unido,2016,Government sector,0.11,GBR,,2434119.2,,2677.5311200000006
Montenegro,Montenegro,2016,Government sector,0.07,MNE,,3954.2,,2.7679400000000003
North Macedonia,Macedonia del Norte,2016,Government sector,0.05,MKD,,9656.5,,4.82825
Serbia,Serbia,2016,Government sector,0.21,SRB,,38164.7,,80.14586999999999
Türkiye,Turquía,2016,Government sector,0.09,TUR,,785618.9,,707.05701
European Union - 27 countries (from 2020),Unión Europea (27 países),2017,Government sector,0.24,EUU,e,13168340.4,,31604.016959999997
Euro area – 20 countries (from 2023),Zona Euro (20 países),2017,Government sector,0.26,EMU,e,11316197.6,,29422.113759999997
Euro area – 20 countries (from 2023),Zona Euro (20 países),2017,Government sector,0.26,EMU,e,11366404.9,,29552.65274
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2017,Government sector,0.26,EMU,e,11316197.6,,29422.113759999997
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2017,Government sector,0.26,EMU,e,11366404.9,,29552.65274
Belgium,Bélgica,2017,Government sector,0.25,BEL,,443407.2,,1108.518
Bulgaria,Bulgaria,2017,Government sector,0.17,BGR,,52501.8,,89.25306
Czechia,Chequia,2017,Government sector,0.3,CZE,,196738.7,,590.2161000000001
Denmark,Dinamarca,2017,Government sector,0.09,DNK,,294355.0,,264.91949999999997
Germany,Alemania,2017,Government sector,0.4,DEU,d,3331110.0,,13324.44
Estonia,Estonia,2017,Government sector,0.15,EST,,24316.1,,36.47415
Ireland,Irlanda,2017,Government sector,0.05,IRL,,308522.8,,154.2614
Greece,Grecia,2017,Government sector,0.25,GRC,,177378.5,,443.44625
Spain,España,2017,Government sector,0.21,ESP,,1170024.0,,2457.0503999999996
France,Francia,2017,Government sector,0.27,FRA,,2291680.5,,6187.5373500000005
Croatia,Croacia,2017,Government sector,0.19,HRV,d,50207.3,,95.39387
Italy,Italia,2017,Government sector,0.17,ITA,,1744493.0,,2965.6381
Cyprus,Chipre,2017,Government sector,0.05,CYP,,20312.4,,10.1562
Latvia,Letonia,2017,Government sector,0.14,LVA,,26017.1,,36.42394
Lithuania,Lituania,2017,Government sector,0.25,LTU,,42274.6,,105.6865
Luxembourg,Luxemburgo,2017,Government sector,0.3,LUX,,58168.8,,174.5064
Hungary,Hungría,2017,Government sector,0.17,HUN,d,127222.5,,216.27825
Malta,Malta,2017,Government sector,0.0,MLT,,12535.7,,0.0
Netherlands,Países Bajos,2017,Government sector,0.12,NLD,d,750861.0,,901.0332
Austria,Austria,2017,Government sector,0.22,AUT,,367294.9,,808.0487800000001
Poland,Polonia,2017,Government sector,0.02,POL,,469071.2,,93.81424000000001
Portugal,Portugal,2017,Government sector,0.07,PRT,,195509.1,,136.85637000000003
Romania,Rumanía,2017,Government sector,0.16,ROU,,186399.2,,298.23872000000006
Slovenia,Eslovenia,2017,Government sector,0.26,SVN,,42625.5,,110.82629999999999
Slovakia,Eslovaquia,2017,Government sector,0.18,SVK,,84960.4,,152.92872
Finland,Finlandia,2017,Government sector,0.23,FIN,,224706.0,,516.8238
Sweden,Suecia,2017,Government sector,0.12,SWE,,475647.1,,570.7765199999999
Iceland,Islandia,2017,Government sector,0.09,ISL,,21917.7,,19.72593
Norway,Noruega,2017,Government sector,0.28,NOR,,356288.5,,997.6078000000001
Switzerland,Suiza,2017,Government sector,0.03,CHE,,615776.3,,184.73289
United Kingdom,Reino Unido,2017,Government sector,0.11,GBR,,2359789.9,,2595.76889
Montenegro,Montenegro,2017,Government sector,0.1,MNE,,4299.1,,4.2991
North Macedonia,Macedonia del Norte,2017,Government sector,0.04,MKD,,10038.3,,4.01532
Serbia,Serbia,2017,Government sector,0.23,SRB,,40828.4,,93.90532
Türkiye,Turquía,2017,Government sector,0.09,TUR,,760497.1,,684.4473899999999
European Union - 27 countries (from 2020),Unión Europea (27 países),2018,Government sector,0.25,EUU,e,13628438.0,,34071.095
Euro area – 20 countries (from 2023),Zona Euro (20 países),2018,Government sector,0.27,EMU,e,11690853.7,,31565.30499
Euro area – 20 countries (from 2023),Zona Euro (20 países),2018,Government sector,0.27,EMU,e,11743889.2,,31708.50084
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2018,Government sector,0.27,EMU,e,11690853.7,,31565.30499
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2018,Government sector,0.27,EMU,e,11743889.2,,31708.50084
Belgium,Bélgica,2018,Government sector,0.26,BEL,,459491.8,,1194.67868
Bulgaria,Bulgaria,2018,Government sector,0.17,BGR,,56131.3,,95.42321000000001
Czechia,Chequia,2018,Government sector,0.31,CZE,,213505.4,,661.8667399999999
Denmark,Dinamarca,2018,Government sector,0.09,DNK,,301017.3,,270.91557
Germany,Alemania,2018,Government sector,0.41,DEU,d,3431130.0,,14067.632999999998
Estonia,Estonia,2018,Government sector,0.16,EST,,26438.5,,42.3016
Ireland,Irlanda,2018,Government sector,0.05,IRL,,334865.7,,167.43285
Greece,Grecia,2018,Government sector,0.27,GRC,,180615.7,,487.6623900000001
Spain,España,2018,Government sector,0.21,ESP,,1212276.0,,2545.7796
France,Francia,2018,Government sector,0.27,FRA,,2355362.8,,6359.47956
Croatia,Croacia,2018,Government sector,0.19,HRV,d,53035.5,,100.76745
Italy,Italia,2018,Government sector,0.18,ITA,,1777744.4,,3199.93992
Cyprus,Chipre,2018,Government sector,0.05,CYP,,21807.8,,10.9039
Latvia,Letonia,2018,Government sector,0.15,LVA,,28153.4,,42.2301
Lithuania,Lituania,2018,Government sector,0.21,LTU,,45947.4,,96.48953999999999
Luxembourg,Luxemburgo,2018,Government sector,0.31,LUX,,60193.4,,186.59954
Hungary,Hungría,2018,Government sector,0.16,HUN,bd,136580.0,,218.52800000000002
Malta,Malta,2018,Government sector,0.01,MLT,,13678.6,,1.36786
Netherlands,Países Bajos,2018,Government sector,0.12,NLD,d,787273.0,,944.7275999999999
Austria,Austria,2018,Government sector,0.22,AUT,e,383234.3,,843.11546
Poland,Polonia,2018,Government sector,0.02,POL,,503951.0,,100.7902
Portugal,Portugal,2018,Government sector,0.07,PRT,,204997.6,,143.49832000000004
Romania,Rumanía,2018,Government sector,0.15,ROU,,206201.2,,309.3018
Slovenia,Eslovenia,2018,Government sector,0.27,SVN,,45462.4,,122.74848000000001
Slovakia,Eslovaquia,2018,Government sector,0.18,SVK,,90275.9,,162.49661999999998
Finland,Finlandia,2018,Government sector,0.23,FIN,,231905.0,,533.3815
Sweden,Suecia,2018,Government sector,0.12,SWE,,467162.6,,560.59512
Iceland,Islandia,2018,Government sector,0.08,ISL,,22238.3,,17.79064
Norway,Noruega,2018,Government sector,0.28,NOR,,372657.6,,1043.44128
United Kingdom,Reino Unido,2018,Government sector,0.11,GBR,,2420897.2,,2662.9869200000003
Montenegro,Montenegro,2018,Government sector,0.13,MNE,,4663.1,,6.06203
North Macedonia,Macedonia del Norte,2018,Government sector,0.04,MKD,,10744.0,,4.2976
Serbia,Serbia,2018,Government sector,0.25,SRB,,44710.6,,111.7765
Türkiye,Turquía,2018,Government sector,0.09,TUR,,658963.4,,593.06706
European Union - 27 countries (from 2020),Unión Europea (27 países),2019,Government sector,0.25,EUU,e,14122974.2,,35307.4355
Euro area – 20 countries (from 2023),Zona Euro (20 países),2019,Government sector,0.27,EMU,e,12082038.6,,32621.504220000003
Euro area – 20 countries (from 2023),Zona Euro (20 países),2019,Government sector,0.27,EMU,e,12137807.2,,32772.07944
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2019,Government sector,0.27,EMU,e,12082038.6,,32621.504220000003
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2019,Government sector,0.27,EMU,e,12137807.2,,32772.07944
Belgium,Bélgica,2019,Government sector,0.28,BEL,,479444.9,,1342.4457200000002
Bulgaria,Bulgaria,2019,Government sector,0.21,BGR,,61308.2,,128.74722
Czechia,Chequia,2019,Government sector,0.31,CZE,,229406.7,,711.16077
Denmark,Dinamarca,2019,Government sector,0.09,DNK,p,308546.2,,277.69158
Germany,Alemania,2019,Government sector,0.42,DEU,d,3534880.0,,14846.496
Estonia,Estonia,2019,Government sector,0.16,EST,,28472.1,,45.55536
Ireland,Irlanda,2019,Government sector,0.05,IRL,,363674.9,,181.83745000000002
Greece,Grecia,2019,Government sector,0.28,GRC,,185181.2,,518.5073600000001
Spain,España,2019,Government sector,0.21,ESP,,1253710.0,,2632.7909999999997
France,Francia,2019,Government sector,0.27,FRA,,2432206.8,,6566.95836
Croatia,Croacia,2019,Government sector,0.2,HRV,d,55768.6,,111.5372
Italy,Italia,2019,Government sector,0.18,ITA,,1804066.8,,3247.32024
Cyprus,Chipre,2019,Government sector,0.05,CYP,,23400.9,,11.700450000000002
Latvia,Letonia,2019,Government sector,0.12,LVA,,29567.0,,35.480399999999996
Lithuania,Lituania,2019,Government sector,0.2,LTU,,49239.2,,98.4784
Luxembourg,Luxemburgo,2019,Government sector,0.28,LUX,,62415.0,,174.76200000000003
Hungary,Hungría,2019,Government sector,0.15,HUN,d,147373.2,,221.05980000000002
Malta,Malta,2019,Government sector,0.01,MLT,,14594.2,,1.4594200000000002
Netherlands,Países Bajos,2019,Government sector,0.12,NLD,d,829767.0,,995.7203999999999
Austria,Austria,2019,Government sector,0.23,AUT,,395706.8,,910.12564
Poland,Polonia,2019,Government sector,0.02,POL,,538423.5,,107.6847
Portugal,Portugal,2019,Government sector,0.07,PRT,,214489.9,,150.14293
Romania,Rumanía,2019,Government sector,0.15,ROU,,224767.4,,337.1511
Slovenia,Eslovenia,2019,Government sector,0.28,SVN,,48156.5,,134.83820000000003
Slovakia,Eslovaquia,2019,Government sector,0.16,SVK,,94547.5,,151.276
Finland,Finlandia,2019,Government sector,0.23,FIN,,238518.0,,548.5914
Sweden,Suecia,2019,Government sector,0.15,SWE,b,475341.9,,713.0128500000001
Iceland,Islandia,2019,Government sector,0.08,ISL,,22043.3,,17.63464
Norway,Noruega,2019,Government sector,0.27,NOR,,365130.5,,985.85235
Switzerland,Suiza,2019,Government sector,0.03,CHE,,644443.2,,193.33295999999996
United Kingdom,Reino Unido,2019,Government sector,0.12,GBR,p,2526615.2,,3031.93824
Bosnia and Herzegovina,Bosnia y Herzegovina,2019,Government sector,0.01,BIH,,18296.5,,1.82965
Montenegro,Montenegro,2019,Government sector,0.18,MNE,,4950.7,,8.911259999999999
North Macedonia,Macedonia del Norte,2019,Government sector,0.03,MKD,,11262.0,,3.3785999999999996
Serbia,Serbia,2019,Government sector,0.22,SRB,,48104.5,,105.82990000000001
Türkiye,Turquía,2019,Government sector,0.07,TUR,,679135.8,,475.3950600000001
European Union - 27 countries (from 2020),Unión Europea (27 países),2020,Government sector,0.27,EUU,e,13580268.8,,36666.72576
Euro area – 20 countries (from 2023),Zona Euro (20 países),2020,Government sector,0.29,EMU,e,11564467.6,,33536.95604
Euro area – 20 countries (from 2023),Zona Euro (20 países),2020,Government sector,0.29,EMU,e,11615188.5,,33684.04665
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2020,Government sector,0.29,EMU,e,11564467.6,,33536.95604
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2020,Government sector,0.29,EMU,e,11615188.5,,33684.04665
Belgium,Bélgica,2020,Government sector,0.3,BEL,,463750.9,,1391.2527
Bulgaria,Bulgaria,2020,Government sector,0.22,BGR,,61912.5,,136.2075
Czechia,Chequia,2020,Government sector,0.33,CZE,,220310.6,,727.02498
Denmark,Dinamarca,2020,Government sector,0.1,DNK,,312118.3,,312.1183
Germany,Alemania,2020,Government sector,0.45,DEU,d,3449620.0,,15523.290000000003
Estonia,Estonia,2020,Government sector,0.17,EST,,27859.3,,47.36081
Ireland,Irlanda,2020,Government sector,0.04,IRL,,382207.1,,152.88284
Greece,Grecia,2020,Government sector,0.32,GRC,,167539.5,,536.1264
Spain,España,2020,Government sector,0.24,ESP,,1129214.0,,2710.1135999999997
France,Francia,2020,Government sector,0.27,FRA,,2318276.2,,6259.345740000001
Croatia,Croacia,2020,Government sector,0.25,HRV,d,50720.9,,126.80225
Italy,Italia,2020,Government sector,0.2,ITA,,1670011.9,,3340.0238
Cyprus,Chipre,2020,Government sector,0.05,CYP,,22373.6,,11.1868
Latvia,Letonia,2020,Government sector,0.13,LVA,,29224.3,,37.991589999999995
Lithuania,Lituania,2020,Government sector,0.18,LTU,,50264.6,,90.47627999999999
Luxembourg,Luxemburgo,2020,Government sector,0.28,LUX,e,64499.2,,180.59776000000002
Hungary,Hungría,2020,Government sector,0.16,HUN,d,138954.5,,222.3272
Malta,Malta,2020,Government sector,0.01,MLT,,14367.0,,1.4367
Netherlands,Países Bajos,2020,Government sector,0.13,NLD,d,816463.0,,1061.4018999999998
Austria,Austria,2020,Government sector,0.24,AUT,e,380317.9,,912.76296
Poland,Polonia,2020,Government sector,0.03,POL,,531827.4,,159.54822
Portugal,Portugal,2020,Government sector,0.08,PRT,,201032.7,,160.82616000000002
Romania,Rumanía,2020,Government sector,0.15,ROU,,221075.5,,331.61325
Slovenia,Eslovenia,2020,Government sector,0.3,SVN,,46738.7,,140.21609999999998
Slovakia,Eslovaquia,2020,Government sector,0.18,SVK,,94320.6,,169.77708
Finland,Finlandia,2020,Government sector,0.22,FIN,,236387.0,,520.0514000000001
Sweden,Suecia,2020,Government sector,0.15,SWE,,478881.6,,718.3224
Iceland,Islandia,2020,Government sector,0.09,ISL,,18948.0,,17.0532
Norway,Noruega,2020,Government sector,0.28,NOR,,322823.8,,903.9066400000002
Bosnia and Herzegovina,Bosnia y Herzegovina,2020,Government sector,0.01,BIH,,17755.9,,1.7755900000000002
North Macedonia,Macedonia del Norte,2020,Government sector,0.04,MKD,,10851.7,,4.340680000000001
Serbia,Serbia,2020,Government sector,0.25,SRB,,49024.2,,122.56049999999999
Türkiye,Turquía,2020,Government sector,0.07,TUR,,626785.3,,438.7497100000001
European Union - 27 countries (from 2020),Unión Europea (27 países),2021,Government sector,0.26,EUU,e,14795071.3,,38467.18538
Euro area – 20 countries (from 2023),Zona Euro (20 países),2021,Government sector,0.28,EMU,e,12555219.7,,35154.61516
Euro area – 20 countries (from 2023),Zona Euro (20 países),2021,Government sector,0.28,EMU,e,12613613.8,,35318.11864000001
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2021,Government sector,0.28,EMU,e,12555219.7,,35154.61516
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2021,Government sector,0.28,EMU,e,12613613.8,,35318.11864000001
Belgium,Bélgica,2021,Government sector,0.29,BEL,,506047.2,,1467.5368799999999
Bulgaria,Bulgaria,2021,Government sector,0.21,BGR,,71378.4,,149.89463999999998
Czechia,Chequia,2021,Government sector,0.32,CZE,,246012.3,,787.23936
Denmark,Dinamarca,2021,Government sector,0.09,DNK,p,345236.0,,310.7124
Germany,Alemania,2021,Government sector,0.46,DEU,d,3676460.0,p,16911.716
Estonia,Estonia,2021,Government sector,0.16,EST,,31456.2,,50.32992
Ireland,Irlanda,2021,Government sector,0.04,IRL,,449216.5,,179.6866
Greece,Grecia,2021,Government sector,0.32,GRC,,184574.6,,590.63872
Spain,España,2021,Government sector,0.24,ESP,,1235474.0,,2965.1375999999996
France,Francia,2021,Government sector,0.26,FRA,,2508102.3,,6521.065979999999
Croatia,Croacia,2021,Government sector,0.26,HRV,,58394.1,,151.82466
Italy,Italia,2021,Government sector,0.2,ITA,,1842507.4,,3685.0148
Cyprus,Chipre,2021,Government sector,0.05,CYP,,25679.9,,12.839950000000002
Latvia,Letonia,2021,Government sector,0.14,LVA,,32283.8,,45.197320000000005
Lithuania,Lituania,2021,Government sector,0.17,LTU,,56679.7,,96.35549
Luxembourg,Luxemburgo,2021,Government sector,0.25,LUX,,73039.5,,182.59875
Hungary,Hungría,2021,Government sector,0.17,HUN,d,154971.7,,263.45189000000005
Malta,Malta,2021,Government sector,0.01,MLT,,16676.2,,1.66762
Netherlands,Países Bajos,2021,Government sector,0.12,NLD,d,891550.0,,1069.86
Austria,Austria,2021,Government sector,0.25,AUT,,406232.1,,1015.58025
Poland,Polonia,2021,Government sector,0.03,POL,,583001.4,,174.90042
Portugal,Portugal,2021,Government sector,0.08,PRT,,216493.7,,173.19496
Romania,Rumanía,2021,Government sector,0.14,ROU,,242260.4,,339.16456000000005
Slovenia,Eslovenia,2021,Government sector,0.29,SVN,,52022.6,,150.86553999999998
Slovakia,Eslovaquia,2021,Government sector,0.17,SVK,,101933.5,,173.28695000000002
Finland,Finlandia,2021,Government sector,0.22,FIN,,248764.0,,547.2808
Sweden,Suecia,2021,Government sector,0.15,SWE,,538597.2,,807.8957999999999
Iceland,Islandia,2021,Government sector,0.08,ISL,,21795.2,,17.43616
Norway,Noruega,2021,Government sector,0.25,NOR,,425445.6,,1063.614
Switzerland,Suiza,2021,Government sector,0.03,CHE,,689174.9,,206.75247
Bosnia and Herzegovina,Bosnia y Herzegovina,2021,Government sector,0.01,BIH,,20014.7,,2.0014700000000003
Serbia,Serbia,2021,Government sector,0.25,SRB,,55931.3,,139.82825
Türkiye,Turquía,2021,Government sector,0.06,TUR,,690246.0,,414.14759999999995
European Union - 27 countries (from 2020),Unión Europea (27 países),2022,Government sector,0.24,EUU,e,16144069.2,,38745.766079999994
Euro area – 20 countries (from 2023),Zona Euro (20 países),2022,Government sector,0.25,EMU,e,13656779.8,,34141.9495
Euro area – 20 countries (from 2023),Zona Euro (20 países),2022,Government sector,0.25,EMU,e,13724391.3,,34310.97825
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2022,Government sector,0.25,EMU,e,13656779.8,,34141.9495
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2022,Government sector,0.25,EMU,e,13724391.3,,34310.97825
Belgium,Bélgica,2022,Government sector,0.29,BEL,e,563710.5,,1634.76045
Bulgaria,Bulgaria,2022,Government sector,0.19,BGR,,86082.4,,163.55656
Czechia,Chequia,2022,Government sector,0.3,CZE,,286976.8,,860.9304
Denmark,Dinamarca,2022,Government sector,0.09,DNK,,382309.3,,344.07837
Germany,Alemania,2022,Government sector,0.37,DEU,b,3953850.0,p,14629.245
Estonia,Estonia,2022,Government sector,0.18,EST,,36442.8,,65.59704
Ireland,Irlanda,2022,Government sector,0.03,IRL,,520935.3,,156.28059
Greece,Grecia,2022,Government sector,0.31,GRC,,207854.2,p,644.34802
Spain,España,2022,Government sector,0.24,ESP,,1373629.0,p,3296.7095999999997
France,Francia,2022,Government sector,0.26,FRA,,2655435.0,p,6904.130999999999
Croatia,Croacia,2022,Government sector,0.25,HRV,,67611.5,,169.02875
Italy,Italia,2022,Government sector,0.19,ITA,,1998072.6,,3796.3379400000003
Cyprus,Chipre,2022,Government sector,0.04,CYP,,29377.2,,11.75088
Latvia,Letonia,2022,Government sector,0.14,LVA,,36099.7,,50.53958
Lithuania,Lituania,2022,Government sector,0.15,LTU,,67455.5,,101.18325
Luxembourg,Luxemburgo,2022,Government sector,0.27,LUX,,76731.2,,207.17424
Hungary,Hungría,2022,Government sector,0.17,HUN,,169054.8,,287.39316
Malta,Malta,2022,Government sector,0.01,MLT,,18270.0,,1.8270000000000002
Netherlands,Países Bajos,2022,Government sector,0.1,NLD,bd,993820.0,,993.82
Austria,Austria,2022,Government sector,0.24,AUT,e,448007.4,,1075.21776
Poland,Polonia,2022,Government sector,0.03,POL,,661712.3,,198.51369
Portugal,Portugal,2022,Government sector,0.07,PRT,,243957.1,,170.76997000000003
Romania,Rumanía,2022,Government sector,0.13,ROU,,281761.4,,366.28982
Slovenia,Eslovenia,2022,Government sector,0.33,SVN,,56908.8,,187.79904000000002
Slovakia,Eslovaquia,2022,Government sector,0.17,SVK,,110046.4,,187.07888
Finland,Finlandia,2022,Government sector,0.22,FIN,,266135.0,,585.4970000000001
Sweden,Suecia,2022,Government sector,0.15,SWE,,551781.0,,827.6715
Iceland,Islandia,2022,Government sector,0.07,ISL,,27292.3,,19.10461
Norway,Noruega,2022,Government sector,0.19,NOR,,567468.3,,1078.1897700000002
Switzerland,Suiza,2022,Government sector,0.03,CHE,,787386.5,,236.21595
North Macedonia,Macedonia del Norte,2022,Government sector,0.03,MKD,,13243.2,,3.97296
Serbia,Serbia,2022,Government sector,0.24,SRB,,63501.1,p,152.40264
Türkiye,Turquía,2022,Government sector,0.06,TUR,,862309.6,,517.3857599999999
European Union - 27 countries (from 2020),Unión Europea (27 países),2023,Government sector,0.24,EUU,e,17203657.2,,41288.777279999995
Euro area – 20 countries (from 2023),Zona Euro (20 países),2023,Government sector,0.26,EMU,e,14521697.3,,37756.41298
Euro area – 20 countries (from 2023),Zona Euro (20 países),2023,Government sector,0.26,EMU,e,14599745.8,,37959.33908
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2023,Government sector,0.26,EMU,e,14521697.3,,37756.41298
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2023,Government sector,0.26,EMU,e,14599745.8,,37959.33908
