STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,coop_ptn,Cooperation partners,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2013,,5323,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2014,,6300,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2015,,6326,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2016,,6382,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2017,,6340,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2018,,6399,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2019,,6276,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2020,,5871,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2021,,6341,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2022,,6399,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2023,,6634,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NL,Netherlands,2024,,6974,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2011,,523,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2012,,608,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2013,,589,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2014,,595,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2015,,565,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2016,,563,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2017,,542,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2018,,589,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2019,,600,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2020,,627,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2021,,633,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2022,,632,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2023,,698,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,NO,Norway,2024,,780,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2011,,344,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2012,,497,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2013,,482,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2014,,627,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2015,,710,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2016,,569,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2017,,675,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2018,,767,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2019,,683,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2020,,665,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2021,,617,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2022,,893,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2023,,988,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PL,Poland,2024,,1026,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2011,,105,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2012,,93,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2013,,120,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2014,,143,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2015,,152,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2016,,183,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2017,,173,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2018,,271,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2019,,308,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2020,,265,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2021,,304,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2022,,362,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2023,,366,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,PT,Portugal,2024,,413,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2011,,54,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2012,,63,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2013,,74,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2014,,90,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2015,,128,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2016,,127,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2017,,158,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2018,,219,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2019,,162,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2020,,107,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2021,,47,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2022,,87,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2023,,115,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RO,Romania,2024,,168,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2011,,9,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2012,,13,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2013,,17,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2014,,21,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2015,,12,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2016,,8,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2017,,26,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2018,,19,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2019,,16,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2020,,21,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2021,,27,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2022,,25,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2023,,22,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,RS,Serbia,2024,,29,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2011,,3072,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2012,,3136,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2013,,3044,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2014,,3128,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2015,,3179,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2016,,3311,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2017,,3526,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2018,,3840,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2019,,4020,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2020,,3958,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2021,,4637,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2022,,4196,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2023,,4198,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SE,Sweden,2024,,4277,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2011,,168,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2012,,126,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2013,,153,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2014,,165,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2015,,149,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2016,,162,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2017,,152,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2018,,136,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2019,,169,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2020,,222,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2021,,136,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2022,,169,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2023,,181,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SI,Slovenia,2024,,190,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2011,,54,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2012,,47,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2013,,45,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2014,,42,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2015,,64,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2016,,63,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2017,,67,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2018,,79,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2019,,78,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2020,,96,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2021,,60,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2022,,94,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2023,,123,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,SK,Slovakia,2024,,131,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2011,,416,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2012,,435,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2013,,420,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2014,,447,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2015,,501,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2016,,551,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2017,,961,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2018,,613,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2019,,513,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2020,,648,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2021,,743,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2022,,614,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2023,,668,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,NR,Number,TR,Türkiye,2024,,591,,p,provisional,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2011,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2012,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2013,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2014,,1.04,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2015,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2016,,0.7,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2017,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2018,,0,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2019,,0.71,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2020,,0.36,,,,,
dataflow,ESTAT:SDG_09_40(1.0),Patent applications to the European Patent Office by applicants' / inventors' country of residence,A,Annual,INVT,Inventor,P_MHAB,Per million inhabitants,AL,Albania,2021,,1.07,,,,,
